ISIN,Rating Rank,Month,Year
US949746RW34,6.0,4,2019
US949746RW34,6.0,5,2019
US949746RW34,6.0,6,2019
US949746RW34,6.0,7,2019
US949746RW34,6.0,8,2019
US949746RW34,6.0,9,2019
US949746RW34,5.0,10,2019
US949746RW34,5.0,11,2019
US949746RW34,5.0,12,2019
US949746RW34,6.0,1,2020
US949746RW34,6.0,2,2020
US949746RW34,6.0,3,2020
US949746RW34,6.0,4,2020
US949746RW34,4.0,5,2020
US949746RW34,6.0,6,2020
US949746RW34,6.0,7,2020
US949746RW34,6.0,8,2020
US949746RW34,6.0,9,2020
US949746RW34,6.0,10,2020
US949746RW34,6.0,11,2020
US949746RW34,6.0,12,2020
US949746RW34,6.0,1,2021
US949746RW34,6.0,2,2021
US949746RW34,6.0,3,2021
US949746RW34,6.0,4,2021
US949746RW34,4.0,5,2021
US949746RW34,4.0,6,2021
US949746RW34,4.0,7,2021
US949746RW34,4.0,8,2021
US949746RW34,4.0,9,2021
US949746RW34,4.0,10,2021
US949746RW34,4.0,11,2021
US949746RW34,5.0,12,2021
US949746RW34,5.0,1,2022
US949746RW34,5.0,2,2022
US949746RW34,5.0,3,2022
US949746RW34,5.0,4,2022
US949746RW34,4.0,5,2022
US949746RW34,4.0,6,2022
US949746RW34,4.0,7,2022
US949746RW34,4.0,8,2022
US949746RW34,4.0,9,2022
US949746RW34,8.0,10,2022
US949746RW34,8.0,11,2022
US949746RW34,8.0,12,2022
US949746RW34,8.0,1,2023
US949746RW34,8.0,2,2023
US949746RW34,8.0,3,2023
US949746RW34,8.0,4,2023
US949746RW34,4.0,5,2023
US949746RW34,8.0,6,2023
US949746RW34,4.0,6,2023
US949746RW34,4.0,7,2023
US949746SH57,3.0,3,2016
US949746SH57,3.0,4,2016
US949746SH57,3.0,5,2016
US949746SH57,3.0,6,2016
US949746SH57,3.0,7,2016
US949746SH57,3.0,8,2016
US949746SH57,3.0,9,2016
US949746SH57,4.666666666666667,10,2016
US949746SH57,4.666666666666667,11,2016
US949746SH57,4.666666666666667,12,2016
US949746SH57,4.666666666666667,1,2017
US949746SH57,3.0,2,2017
US949746SH57,6.0,3,2017
US949746SH57,6.0,4,2017
US949746SH57,6.0,5,2017
US949746SH57,6.0,6,2017
US949746SH57,6.0,7,2017
US949746SH57,6.0,8,2017
US949746SH57,4.0,9,2017
US949746SH57,4.0,10,2017
US949746SH57,4.0,11,2017
US949746SH57,4.0,12,2017
US949746SH57,6.0,1,2018
US949746SH57,6.0,2,2018
US949746SH57,6.0,3,2018
US949746SH57,6.0,4,2018
US949746SH57,6.0,5,2018
US949746SH57,6.0,6,2018
US949746SH57,6.0,7,2018
US949746SH57,6.0,8,2018
US949746SH57,4.0,9,2018
US949746SH57,6.0,10,2018
US949746SH57,6.0,11,2018
US949746SH57,6.0,12,2018
US949746SH57,6.0,1,2019
US949746SH57,6.0,2,2019
US949746SH57,6.0,3,2019
US949746SH57,6.0,4,2019
US949746SH57,6.0,5,2019
US949746SH57,6.0,6,2019
US949746SH57,6.0,7,2019
US949746SH57,6.0,8,2019
US949746SH57,6.0,9,2019
US949746SH57,5.0,10,2019
US949746SH57,5.0,11,2019
US949746SH57,5.0,12,2019
US949746SH57,6.0,1,2020
US949746SH57,6.0,2,2020
US949746SH57,6.0,3,2020
US949746SH57,6.0,4,2020
US949746SH57,4.0,5,2020
US949746SH57,6.0,6,2020
US949746SH57,6.0,7,2020
US949746SH57,6.0,8,2020
US949746SH57,6.0,9,2020
US949746SH57,6.0,10,2020
US949746SH57,6.0,11,2020
US949746SH57,6.0,12,2020
US949746SH57,6.0,1,2021
US949746SH57,6.0,2,2021
US949746SH57,6.0,3,2021
US949746SH57,6.0,4,2021
US949746SH57,4.0,5,2021
US949746SH57,4.0,6,2021
US949746SH57,4.0,7,2021
US949746SH57,4.0,8,2021
US949746SH57,4.0,9,2021
US949746SH57,4.0,10,2021
US949746SH57,4.0,11,2021
US949746SH57,5.0,12,2021
US949746SH57,5.0,1,2022
US949746SH57,5.0,2,2022
US949746SH57,5.0,3,2022
US949746SH57,5.0,4,2022
US949746SH57,4.0,5,2022
US949746SH57,4.0,6,2022
US949746SH57,4.0,7,2022
US949746SH57,4.0,8,2022
US949746SH57,4.0,9,2022
US949746SH57,8.0,10,2022
US949746SH57,8.0,11,2022
US949746SH57,8.0,12,2022
US949746SH57,8.0,1,2023
US949746SH57,8.0,2,2023
US949746SH57,8.0,3,2023
US949746SH57,8.0,4,2023
US949746SH57,4.0,5,2023
US949746SH57,8.0,6,2023
US949746SH57,4.0,6,2023
US949746SH57,4.0,7,2023
US949746SW25,6.0,8,2018
US949746SW25,6.0,9,2018
US949746SW25,6.0,10,2018
US949746SW25,6.0,11,2018
US949746SW25,6.0,12,2018
US949746SW25,6.0,1,2019
US949746SW25,6.0,2,2019
US949746SW25,6.0,3,2019
US949746SW25,6.0,4,2019
US949746SW25,6.0,5,2019
US949746SW25,6.0,6,2019
US949746SW25,6.0,7,2019
US949746SW25,6.0,8,2019
US949746SW25,6.0,9,2019
US949746SW25,6.0,10,2019
US949746SW25,6.0,11,2019
US949746SW25,6.0,12,2019
US949746SW25,6.0,1,2020
US949746SW25,6.0,2,2020
US949746SW25,6.0,3,2020
US949746SW25,6.0,4,2020
US949746SW25,6.0,5,2020
US949746SW25,6.0,6,2020
US949746SW25,6.0,7,2020
US949746SW25,6.0,8,2020
US949746SW25,6.0,9,2020
US949746SW25,6.0,10,2020
US949746SW25,6.0,11,2020
US949746SW25,6.0,12,2020
US949746SW25,6.0,1,2021
US949746SW25,6.0,2,2021
US949746SW25,6.0,3,2021
US949746SW25,6.0,4,2021
US949746SW25,6.0,5,2021
US949746SW25,6.0,6,2021
US949746SW25,6.0,7,2021
US949746SW25,6.0,8,2021
US949746SW25,6.0,9,2021
US949746SW25,6.0,10,2021
US949746SW25,6.0,11,2021
US949746SW25,5.0,12,2021
US949746SW25,5.0,1,2022
US949746SW25,5.0,2,2022
US949746SW25,5.0,3,2022
US949746SW25,5.0,4,2022
US949746SW25,5.0,5,2022
US949746SW25,5.0,6,2022
US949746SW25,5.0,7,2022
US949746SW25,5.0,8,2022
US949746SW25,5.0,9,2022
US949746SW25,5.0,10,2022
US949746SW25,5.0,11,2022
US949746SW25,5.0,12,2022
US949746SW25,5.0,1,2023
US949746SW25,5.0,2,2023
US949746SW25,5.0,3,2023
US949746SW25,5.0,4,2023
US949746SW25,5.0,5,2023
US949746SW25,8.0,6,2023
US949746SW25,5.0,6,2023
US949746SW25,5.0,7,2023
US94974BGA26,4.0,3,2014
US94974BGA26,4.0,4,2014
US94974BGA26,4.0,5,2014
US94974BGA26,4.0,6,2014
US94974BGA26,4.0,7,2014
US94974BGA26,6.0,8,2014
US94974BGA26,6.0,9,2014
US94974BGA26,6.0,10,2014
US94974BGA26,6.0,11,2014
US94974BGA26,6.0,12,2014
US94974BGA26,6.0,1,2015
US94974BGA26,6.0,2,2015
US94974BGA26,6.0,3,2015
US94974BGA26,6.0,4,2015
US94974BGA26,6.0,5,2015
US94974BGA26,3.0,6,2015
US94974BGA26,3.0,7,2015
US94974BGA26,3.0,8,2015
US94974BGA26,3.0,9,2015
US94974BGA26,3.0,10,2015
US94974BGA26,3.0,11,2015
US94974BGA26,3.0,12,2015
US94974BGA26,3.0,1,2016
US94974BGA26,3.0,2,2016
US94974BGA26,3.0,3,2016
US94974BGA26,3.0,4,2016
US94974BGA26,3.0,5,2016
US94974BGA26,3.0,6,2016
US94974BGA26,3.0,7,2016
US94974BGA26,3.0,8,2016
US94974BGA26,3.0,9,2016
US94974BGA26,3.0,10,2016
US94974BGA26,3.0,11,2016
US94974BGA26,3.0,12,2016
US94974BGA26,3.0,1,2017
US94974BGA26,3.0,2,2017
US94974BGA26,6.0,3,2017
US94974BGA26,6.0,4,2017
US94974BGA26,6.0,5,2017
US94974BGA26,6.0,6,2017
US94974BGA26,6.0,7,2017
US94974BGA26,6.0,8,2017
US94974BGA26,4.0,9,2017
US94974BGA26,4.0,10,2017
US94974BGA26,4.0,11,2017
US94974BGA26,4.0,12,2017
US94974BGA26,6.0,1,2018
US94974BGA26,6.0,2,2018
US94974BGA26,6.0,3,2018
US94974BGA26,6.0,4,2018
US94974BGA26,6.0,5,2018
US94974BGA26,6.0,6,2018
US94974BGA26,6.0,7,2018
US94974BGA26,6.0,8,2018
US94974BGA26,4.0,9,2018
US94974BGA26,6.0,10,2018
US94974BGA26,6.0,11,2018
US94974BGA26,6.0,12,2018
US94974BGA26,6.0,1,2019
US94974BGA26,6.0,2,2019
US94974BGA26,6.0,3,2019
US94974BGA26,6.0,4,2019
US94974BGA26,6.0,5,2019
US94974BGA26,6.0,6,2019
US94974BGA26,6.0,7,2019
US94974BGA26,6.0,8,2019
US94974BGA26,6.0,9,2019
US94974BGA26,5.0,10,2019
US94974BGA26,5.0,11,2019
US94974BGA26,5.0,12,2019
US94974BGA26,6.0,1,2020
US94974BGA26,6.0,2,2020
US94974BGA26,6.0,3,2020
US94974BGA26,6.0,4,2020
US94974BGA26,4.0,5,2020
US94974BGA26,6.0,6,2020
US94974BGA26,6.0,7,2020
US94974BGA26,6.0,8,2020
US94974BGA26,6.0,9,2020
US94974BGA26,6.0,10,2020
US94974BGA26,6.0,11,2020
US94974BGA26,6.0,12,2020
US94974BGA26,6.0,1,2021
US94974BGA26,6.0,2,2021
US94974BGA26,6.0,3,2021
US94974BGA26,6.0,4,2021
US94974BGA26,4.0,5,2021
US94974BGA26,4.0,6,2021
US94974BGA26,4.0,7,2021
US94974BGA26,4.0,8,2021
US94974BGA26,4.0,9,2021
US94974BGA26,4.0,10,2021
US94974BGA26,4.0,11,2021
US94974BGA26,5.0,12,2021
US94974BGA26,5.0,1,2022
US94974BGA26,5.0,2,2022
US94974BGA26,5.0,3,2022
US94974BGA26,5.0,4,2022
US94974BGA26,4.0,5,2022
US94974BGA26,4.0,6,2022
US94974BGA26,4.0,7,2022
US94974BGA26,4.0,8,2022
US94974BGA26,4.0,9,2022
US94974BGA26,8.0,10,2022
US94974BGA26,8.0,11,2022
US94974BGA26,8.0,12,2022
US94974BGA26,8.0,1,2023
US94974BGA26,8.0,2,2023
US94974BGA26,8.0,3,2023
US94974BGA26,8.0,4,2023
US94974BGA26,4.0,5,2023
US94974BGA26,8.0,6,2023
US94974BGA26,4.0,6,2023
US94974BGA26,4.0,7,2023
US94974BGH78,6.0,5,2015
US94974BGH78,3.0,6,2015
US94974BGH78,3.0,7,2015
US94974BGH78,3.0,8,2015
US94974BGH78,3.0,9,2015
US94974BGH78,3.0,10,2015
US94974BGH78,5.0,11,2015
US94974BGH78,4.5,12,2015
US94974BGH78,4.5,1,2016
US94974BGH78,4.5,2,2016
US94974BGH78,3.0,3,2016
US94974BGH78,3.0,4,2016
US94974BGH78,3.0,5,2016
US94974BGH78,3.0,6,2016
US94974BGH78,3.0,7,2016
US94974BGH78,3.0,8,2016
US94974BGH78,3.0,9,2016
US94974BGH78,3.0,10,2016
US94974BGH78,3.0,11,2016
US94974BGH78,3.0,12,2016
US94974BGH78,3.0,1,2017
US94974BGH78,3.0,2,2017
US94974BGH78,6.0,3,2017
US94974BGH78,6.0,4,2017
US94974BGH78,6.0,5,2017
US94974BGH78,6.0,6,2017
US94974BGH78,6.0,7,2017
US94974BGH78,6.0,8,2017
US94974BGH78,4.0,9,2017
US94974BGH78,4.0,10,2017
US94974BGH78,4.0,11,2017
US94974BGH78,4.0,12,2017
US94974BGH78,6.0,1,2018
US94974BGH78,6.0,2,2018
US94974BGH78,6.0,3,2018
US94974BGH78,6.0,4,2018
US94974BGH78,6.0,5,2018
US94974BGH78,6.0,6,2018
US94974BGH78,6.0,7,2018
US94974BGH78,6.0,8,2018
US94974BGH78,4.0,9,2018
US94974BGH78,6.0,10,2018
US94974BGH78,6.0,11,2018
US94974BGH78,6.0,12,2018
US94974BGH78,6.0,1,2019
US94974BGH78,6.0,2,2019
US94974BGH78,6.0,3,2019
US94974BGH78,6.0,4,2019
US94974BGH78,6.0,5,2019
US94974BGH78,6.0,6,2019
US94974BGH78,6.0,7,2019
US94974BGH78,6.0,8,2019
US94974BGH78,6.0,9,2019
US94974BGH78,5.0,10,2019
US94974BGH78,5.0,11,2019
US94974BGH78,5.0,12,2019
US94974BGH78,6.0,1,2020
US94974BGH78,6.0,2,2020
US94974BGH78,6.0,3,2020
US94974BGH78,6.0,4,2020
US94974BGH78,4.0,5,2020
US94974BGH78,6.0,6,2020
US94974BGH78,6.0,7,2020
US94974BGH78,6.0,8,2020
US94974BGH78,6.0,9,2020
US94974BGH78,6.0,10,2020
US94974BGH78,6.0,11,2020
US94974BGH78,6.0,12,2020
US94974BGH78,6.0,1,2021
US94974BGH78,6.0,2,2021
US94974BGH78,6.0,3,2021
US94974BGH78,6.0,4,2021
US94974BGH78,4.0,5,2021
US94974BGH78,4.0,6,2021
US94974BGH78,4.0,7,2021
US94974BGH78,4.0,8,2021
US94974BGH78,4.0,9,2021
US94974BGH78,4.0,10,2021
US94974BGH78,4.0,11,2021
US94974BGH78,5.0,12,2021
US94974BGH78,5.0,1,2022
US94974BGH78,5.0,2,2022
US94974BGH78,5.0,3,2022
US94974BGH78,5.0,4,2022
US94974BGH78,4.0,5,2022
US94974BGH78,4.0,6,2022
US94974BGH78,4.0,7,2022
US94974BGH78,4.0,8,2022
US94974BGH78,4.0,9,2022
US94974BGH78,8.0,10,2022
US94974BGH78,8.0,11,2022
US94974BGH78,8.0,12,2022
US94974BGH78,8.0,1,2023
US94974BGH78,8.0,2,2023
US94974BGH78,8.0,3,2023
US94974BGH78,8.0,4,2023
US94974BGH78,4.0,5,2023
US94974BGH78,8.0,6,2023
US94974BGH78,4.0,6,2023
US94974BGH78,4.0,7,2023
US94974BGK08,4.666666666666667,4,2015
US94974BGK08,6.0,5,2015
US94974BGK08,3.0,6,2015
US94974BGK08,3.0,7,2015
US94974BGK08,3.0,8,2015
US94974BGK08,3.0,9,2015
US94974BGK08,3.0,10,2015
US94974BGK08,3.0,11,2015
US94974BGK08,3.0,12,2015
US94974BGK08,3.0,1,2016
US94974BGK08,3.0,2,2016
US94974BGK08,3.0,3,2016
US94974BGK08,3.0,4,2016
US94974BGK08,3.0,5,2016
US94974BGK08,3.0,6,2016
US94974BGK08,3.0,7,2016
US94974BGK08,3.0,8,2016
US94974BGK08,3.0,9,2016
US94974BGK08,3.0,10,2016
US94974BGK08,3.0,11,2016
US94974BGK08,3.0,12,2016
US94974BGK08,3.0,1,2017
US94974BGK08,3.0,2,2017
US94974BGK08,6.0,3,2017
US94974BGK08,6.0,4,2017
US94974BGK08,6.0,5,2017
US94974BGK08,6.0,6,2017
US94974BGK08,6.0,7,2017
US94974BGK08,6.0,8,2017
US94974BGK08,4.0,9,2017
US94974BGK08,4.0,10,2017
US94974BGK08,4.0,11,2017
US94974BGK08,4.0,12,2017
US94974BGK08,6.0,1,2018
US94974BGK08,6.0,2,2018
US94974BGK08,6.0,3,2018
US94974BGK08,6.0,4,2018
US94974BGK08,6.0,5,2018
US94974BGK08,6.0,6,2018
US94974BGK08,6.0,7,2018
US94974BGK08,6.0,8,2018
US94974BGK08,4.0,9,2018
US94974BGK08,6.0,10,2018
US94974BGK08,6.0,11,2018
US94974BGK08,6.0,12,2018
US94974BGK08,6.0,1,2019
US94974BGK08,6.0,2,2019
US94974BGK08,6.0,3,2019
US94974BGK08,6.0,4,2019
US94974BGK08,6.0,5,2019
US94974BGK08,6.0,6,2019
US94974BGK08,6.0,7,2019
US94974BGK08,6.0,8,2019
US94974BGK08,6.0,9,2019
US94974BGK08,5.0,10,2019
US94974BGK08,5.0,11,2019
US94974BGK08,5.0,12,2019
US94974BGK08,6.0,1,2020
US94974BGK08,6.0,2,2020
US94974BGK08,6.0,3,2020
US94974BGK08,6.0,4,2020
US94974BGK08,4.0,5,2020
US94974BGK08,6.0,6,2020
US94974BGK08,6.0,7,2020
US94974BGK08,6.0,8,2020
US94974BGK08,6.0,9,2020
US94974BGK08,6.0,10,2020
US94974BGK08,6.0,11,2020
US94974BGK08,6.0,12,2020
US94974BGK08,6.0,1,2021
US94974BGK08,6.0,2,2021
US94974BGK08,6.0,3,2021
US94974BGK08,6.0,4,2021
US94974BGK08,4.0,5,2021
US94974BGK08,4.0,6,2021
US94974BGK08,4.0,7,2021
US94974BGK08,4.0,8,2021
US94974BGK08,4.0,9,2021
US94974BGK08,4.0,10,2021
US94974BGK08,4.0,11,2021
US94974BGK08,5.0,12,2021
US94974BGK08,5.0,1,2022
US94974BGK08,5.0,2,2022
US94974BGK08,5.0,3,2022
US94974BGK08,5.0,4,2022
US94974BGK08,4.0,5,2022
US94974BGK08,4.0,6,2022
US94974BGK08,4.0,7,2022
US94974BGK08,4.0,8,2022
US94974BGK08,4.0,9,2022
US94974BGK08,8.0,10,2022
US94974BGK08,8.0,11,2022
US94974BGK08,8.0,12,2022
US94974BGK08,8.0,1,2023
US94974BGK08,8.0,2,2023
US94974BGK08,8.0,3,2023
US94974BGK08,8.0,4,2023
US94974BGK08,4.0,5,2023
US94974BGK08,8.0,6,2023
US94974BGK08,4.0,6,2023
US94974BGK08,4.0,7,2023
US94974BGP94,4.666666666666667,9,2015
US94974BGP94,4.666666666666667,10,2015
US94974BGP94,4.666666666666667,11,2015
US94974BGP94,4.666666666666667,12,2015
US94974BGP94,4.666666666666667,1,2016
US94974BGP94,4.666666666666667,2,2016
US94974BGP94,3.0,3,2016
US94974BGP94,3.0,4,2016
US94974BGP94,3.0,5,2016
US94974BGP94,3.0,6,2016
US94974BGP94,3.0,7,2016
US94974BGP94,3.0,8,2016
US94974BGP94,3.0,9,2016
US94974BGP94,3.0,10,2016
US94974BGP94,3.0,11,2016
US94974BGP94,3.0,12,2016
US94974BGP94,3.0,1,2017
US94974BGP94,3.0,2,2017
US94974BGP94,6.0,3,2017
US94974BGP94,6.0,4,2017
US94974BGP94,6.0,5,2017
US94974BGP94,6.0,6,2017
US94974BGP94,6.0,7,2017
US94974BGP94,6.0,8,2017
US94974BGP94,4.0,9,2017
US94974BGP94,4.0,10,2017
US94974BGP94,4.0,11,2017
US94974BGP94,4.0,12,2017
US94974BGP94,6.0,1,2018
US94974BGP94,6.0,2,2018
US94974BGP94,6.0,3,2018
US94974BGP94,6.0,4,2018
US94974BGP94,6.0,5,2018
US94974BGP94,6.0,6,2018
US94974BGP94,6.0,7,2018
US94974BGP94,6.0,8,2018
US94974BGP94,4.0,9,2018
US94974BGP94,6.0,10,2018
US94974BGP94,6.0,11,2018
US94974BGP94,6.0,12,2018
US94974BGP94,6.0,1,2019
US94974BGP94,6.0,2,2019
US94974BGP94,6.0,3,2019
US94974BGP94,6.0,4,2019
US94974BGP94,6.0,5,2019
US94974BGP94,6.0,6,2019
US94974BGP94,6.0,7,2019
US94974BGP94,6.0,8,2019
US94974BGP94,6.0,9,2019
US94974BGP94,5.0,10,2019
US94974BGP94,5.0,11,2019
US94974BGP94,5.0,12,2019
US94974BGP94,6.0,1,2020
US94974BGP94,6.0,2,2020
US94974BGP94,6.0,3,2020
US94974BGP94,6.0,4,2020
US94974BGP94,4.0,5,2020
US94974BGP94,6.0,6,2020
US94974BGP94,6.0,7,2020
US94974BGP94,6.0,8,2020
US94974BGP94,6.0,9,2020
US94974BGP94,6.0,10,2020
US94974BGP94,6.0,11,2020
US94974BGP94,6.0,12,2020
US94974BGP94,6.0,1,2021
US94974BGP94,6.0,2,2021
US94974BGP94,6.0,3,2021
US94974BGP94,6.0,4,2021
US94974BGP94,4.0,5,2021
US94974BGP94,4.0,6,2021
US94974BGP94,4.0,7,2021
US94974BGP94,4.0,8,2021
US94974BGP94,4.0,9,2021
US94974BGP94,4.0,10,2021
US94974BGP94,4.0,11,2021
US94974BGP94,5.0,12,2021
US94974BGP94,5.0,1,2022
US94974BGP94,5.0,2,2022
US94974BGP94,5.0,3,2022
US94974BGP94,5.0,4,2022
US94974BGP94,4.0,5,2022
US94974BGP94,4.0,6,2022
US94974BGP94,4.0,7,2022
US94974BGP94,4.0,8,2022
US94974BGP94,4.0,9,2022
US94974BGP94,8.0,10,2022
US94974BGP94,8.0,11,2022
US94974BGP94,8.0,12,2022
US94974BGP94,8.0,1,2023
US94974BGP94,8.0,2,2023
US94974BGP94,8.0,3,2023
US94974BGP94,8.0,4,2023
US94974BGP94,4.0,5,2023
US94974BGP94,8.0,6,2023
US94974BGP94,4.0,6,2023
US94974BGP94,4.0,7,2023
US95000U2C66,5.333333333333333,1,2019
US95000U2C66,5.333333333333333,2,2019
US95000U2C66,5.333333333333333,3,2019
US95000U2C66,5.333333333333333,4,2019
US95000U2C66,5.333333333333333,5,2019
US95000U2C66,5.333333333333333,6,2019
US95000U2C66,5.333333333333333,7,2019
US95000U2C66,6.0,8,2019
US95000U2C66,6.0,9,2019
US95000U2C66,4.0,10,2019
US95000U2C66,4.0,11,2019
US95000U2C66,4.0,12,2019
US95000U2C66,4.0,1,2020
US95000U2C66,6.0,2,2020
US95000U2C66,6.0,3,2020
US95000U2C66,6.0,4,2020
US95000U2C66,4.0,5,2020
US95000U2C66,4.0,6,2020
US95000U2C66,4.0,7,2020
US95000U2C66,4.0,8,2020
US95000U2C66,4.0,9,2020
US95000U2C66,4.0,10,2020
US95000U2C66,4.0,11,2020
US95000U2C66,4.0,12,2020
US95000U2C66,4.0,1,2021
US95000U2C66,4.0,2,2021
US95000U2C66,4.0,3,2021
US95000U2C66,6.0,4,2021
US95000U2C66,4.0,5,2021
US95000U2C66,4.0,6,2021
US95000U2C66,4.0,7,2021
US95000U2C66,4.0,8,2021
US95000U2C66,4.0,9,2021
US95000U2C66,4.0,10,2021
US95000U2C66,4.0,11,2021
US95000U2C66,5.0,12,2021
US95000U2C66,5.0,1,2022
US95000U2C66,5.0,2,2022
US95000U2C66,5.0,3,2022
US95000U2C66,5.0,4,2022
US95000U2C66,4.0,5,2022
US95000U2C66,4.0,6,2022
US95000U2C66,4.0,7,2022
US95000U2C66,4.0,8,2022
US95000U2C66,4.0,9,2022
US95000U2C66,4.0,10,2022
US95000U2C66,4.0,11,2022
US95000U2C66,4.0,12,2022
US95000U2C66,4.0,1,2023
US95000U2C66,4.0,2,2023
US95000U2C66,4.0,3,2023
US95000U2C66,4.0,4,2023
US95000U2C66,4.0,5,2023
US95000U2C66,8.0,6,2023
US95000U2C66,4.0,6,2023
US95000U2C66,4.0,7,2023
US95000U2D40,5.333333333333333,1,2019
US95000U2D40,5.333333333333333,2,2019
US95000U2D40,5.333333333333333,3,2019
US95000U2D40,5.333333333333333,4,2019
US95000U2D40,5.333333333333333,5,2019
US95000U2D40,5.333333333333333,6,2019
US95000U2D40,5.333333333333333,7,2019
US95000U2D40,6.0,8,2019
US95000U2D40,6.0,9,2019
US95000U2D40,4.0,10,2019
US95000U2D40,4.0,11,2019
US95000U2D40,4.0,12,2019
US95000U2D40,4.0,1,2020
US95000U2D40,6.0,2,2020
US95000U2D40,6.0,3,2020
US95000U2D40,6.0,4,2020
US95000U2D40,4.0,5,2020
US95000U2D40,4.0,6,2020
US95000U2D40,4.0,7,2020
US95000U2D40,4.0,8,2020
US95000U2D40,4.0,9,2020
US95000U2D40,4.0,10,2020
US95000U2D40,4.0,11,2020
US95000U2D40,4.0,12,2020
US95000U2D40,4.0,1,2021
US95000U2D40,4.0,2,2021
US95000U2D40,4.0,3,2021
US95000U2D40,6.0,4,2021
US95000U2D40,4.0,5,2021
US95000U2D40,4.0,6,2021
US95000U2D40,4.0,7,2021
US95000U2D40,4.0,8,2021
US95000U2D40,4.0,9,2021
US95000U2D40,4.0,10,2021
US95000U2D40,4.0,11,2021
US95000U2D40,5.0,12,2021
US95000U2D40,5.0,1,2022
US95000U2D40,5.0,2,2022
US95000U2D40,5.0,3,2022
US95000U2D40,5.0,4,2022
US95000U2D40,4.0,5,2022
US95000U2D40,4.0,6,2022
US95000U2D40,4.0,7,2022
US95000U2D40,4.0,8,2022
US95000U2D40,4.0,9,2022
US95000U2D40,8.0,10,2022
US95000U2D40,8.0,11,2022
US95000U2D40,8.0,12,2022
US95000U2D40,8.0,1,2023
US95000U2D40,8.0,2,2023
US95000U2D40,8.0,3,2023
US95000U2D40,8.0,4,2023
US95000U2D40,4.0,5,2023
US95000U2D40,8.0,6,2023
US95000U2D40,4.0,6,2023
US95000U2D40,4.0,7,2023
US95001D6K17,6.0,2,2020
US95001D6K17,6.0,3,2020
US95001D6K17,6.0,4,2020
US95001D6K17,6.0,5,2020
US95001D6K17,6.0,6,2020
US95001D6K17,6.0,7,2020
US95001D6K17,6.0,8,2020
US95001D6K17,6.0,9,2020
US95001D6K17,6.0,10,2020
US95001D6K17,6.0,11,2020
US95001D6K17,6.0,12,2020
US95001D6K17,6.0,1,2021
US95001D6K17,6.0,2,2021
US95001D6K17,6.0,3,2021
US95001D6K17,6.0,4,2021
US95001D6K17,6.0,5,2021
US95001D6K17,6.0,6,2021
US95001D6K17,6.0,7,2021
US95001D6K17,6.0,8,2021
US95001D6K17,6.0,9,2021
US95001D6K17,6.0,10,2021
US95001D6K17,6.0,11,2021
US95001D6K17,5.0,12,2021
US95001D6K17,5.0,1,2022
US95001D6K17,5.0,2,2022
US95001D6K17,5.0,3,2022
US95001D6K17,5.0,4,2022
US95001D6K17,5.0,5,2022
US95001D6K17,5.0,6,2022
US95001D6K17,5.0,7,2022
US95001D6K17,5.0,8,2022
US95001D6K17,5.0,9,2022
US95001D6K17,5.0,10,2022
US95001D6K17,5.0,11,2022
US95001D6K17,5.0,12,2022
US95001D6K17,5.0,1,2023
US95001D6K17,5.0,2,2023
US95001D6K17,5.0,3,2023
US95001D6K17,5.0,4,2023
US95001D6K17,5.0,5,2023
US95001D6K17,8.0,6,2023
US95001D6K17,5.0,6,2023
US95001D6K17,5.0,7,2023
US95001DBJ81,6.0,5,2022
US95001DBJ81,5.5,6,2022
US95001DBJ81,5.5,7,2022
US95001DBJ81,5.5,8,2022
US95001DBJ81,5.5,9,2022
US95001DBJ81,5.5,10,2022
US95001DBJ81,5.5,11,2022
US95001DBJ81,5.5,12,2022
US95001DBJ81,5.5,1,2023
US95001DBJ81,5.5,2,2023
US95001DBJ81,5.5,3,2023
US95001DBJ81,5.5,4,2023
US95001DBJ81,5.5,5,2023
US95001DBJ81,8.0,6,2023
US95001DBJ81,5.5,6,2023
US95001DBJ81,5.5,7,2023
US95001DC400,5.666666666666667,7,2022
US95001DC400,5.666666666666667,8,2022
US95001DC400,5.666666666666667,9,2022
US95001DC400,5.666666666666667,10,2022
US95001DC400,5.666666666666667,11,2022
US95001DC400,5.666666666666667,12,2022
US95001DC400,5.666666666666667,1,2023
US95001DC400,5.666666666666667,2,2023
US95001DC400,5.666666666666667,3,2023
US95001DC400,5.666666666666667,4,2023
US95001DC400,5.666666666666667,5,2023
US95001DC400,8.0,6,2023
US95001DC400,5.666666666666667,6,2023
US95001DC400,5.666666666666667,7,2023
US95001DC574,5.5,1,2022
US95001DC574,5.5,2,2022
US95001DC574,5.5,3,2022
US95001DC574,5.5,4,2022
US95001DC574,5.5,5,2022
US95001DC574,5.5,6,2022
US95001DC574,5.5,7,2022
US95001DC574,6.0,8,2022
US95001DC574,6.0,9,2022
US95001DC574,6.0,10,2022
US95001DC574,6.0,11,2022
US95001DC574,6.0,12,2022
US95001DC574,6.0,1,2023
US95001DC574,6.0,2,2023
US95001DC574,6.0,3,2023
US95001DC574,6.0,4,2023
US95001DC574,6.0,5,2023
US95001DC574,8.0,6,2023
US95001DC574,6.0,6,2023
US95001DC574,6.0,7,2023
US95001DCG34,5.666666666666667,10,2022
US95001DCG34,5.666666666666667,11,2022
US95001DCG34,5.666666666666667,12,2022
US95001DCG34,5.666666666666667,1,2023
US95001DCG34,5.666666666666667,2,2023
